"date","ksf_rdo_concentration","ksf_rdo_saturation","ksf_oxygen_partial_pressure","ksf_actual_conductivity","ksf_specific_conductivity","ksf_salinity","ksf_density","ksf_total_dissolved_solids","ksf_chlorophyll_a_fluorescence","ksf_ammonium","ksf_ammonium_m_v","ksf_barometric_pressure"
2024-01-27,7.5732955625,109.187845,169.133239583333,47894.6770833333,47972.2216666667,31.7526923958333,1.020916875,31.1819442708333,1.50627319791667,6.49094791666667,54.9229734375,0.04040625
2024-01-28,7.28662009375,105.385188958333,163.178153125,47984.3775,47866.9371875,31.6799153125,1.02079820833333,31.1135095833333,1.478359084375,6.33292366666667,54.389089375,0.042375
2024-01-29,7.00178471875,101.166015104167,156.64696875,47772.9701041667,47656.964375,31.5244021875,1.0206813125,30.9770263541667,1.53080413854167,6.06349091666667,53.3751148958333,0.04246875
2024-01-30,7.02107271875,101.417933958333,157.034094791667,47661.6848958333,47562.31875,31.4536880208333,1.02063309375,30.9155079166667,1.66357042708333,6.17732169791667,53.8045660416667,0.0433125
2024-01-31,6.94686165625,100.401445104167,155.456970833333,47766.2852083333,47635.5510416667,31.5088840625,1.02066472916667,30.9631090625,1.67431921875,6.30261004166667,54.2809067708333,0.04321875
2024-02-01,6.98231283333333,101.120601145833,156.538498958333,47927.7094791667,47708.6434375,31.5651608333333,1.02067769791667,31.0106183333333,1.550851875,6.31339445833333,54.3374319791667,0.04546875
2024-02-02,6.25165526041667,90.2545053125,139.77574375,47867.0191666667,47841.8936458333,31.6588405208333,1.02081236458333,31.0972315625,1.41686707291667,6.16109286458333,53.7277511458333,0.04275
2024-02-03,5.23789140625,74.378909375,115.400069791667,47088.4310416667,47945.3347916667,31.7103446875,1.0211364375,31.1644678125,1.88107464583333,5.7913015,52.1169355208333,0.03121875
2024-02-04,5.47597354166667,76.9082169791667,119.459479166667,46522.9264583333,47972.6348958333,31.7117942708333,1.02132479166667,31.1822132291667,2.43881332291667,5.44842188541667,50.593291875,0.0255
2024-02-05,5.75726890625,80.6515676041667,125.305676041667,46389.8658333333,47984.0714583333,31.7153183333333,1.02137220833333,31.1896477083333,1.85112565625,5.22284035416667,49.5883821875,0.024
2024-02-06,5.99510940625,84.3109532291667,130.941380208333,46606.3454166667,48003.473125,31.7361967708333,1.02132609375,31.2022577083333,2.12679970833333,5.10438328125,49.0930927083333,0.025875
2024-02-07,6.16134567708333,87.0460447916667,135.127417708333,46855.465625,48021.8855208333,31.7572211458333,1.02126909375,31.2142261458333,2.43899865625,5.04158847916667,48.8475460416667,0.02859375
2024-02-08,6.2603025625,89.1336345833333,138.257534375,47280.9528125,48058.1284375,31.7958326041667,1.02117383333333,31.2377842708333,3.04810044791667,5.05829197916667,48.9928078125,0.03253125
2024-02-09,6.30522516666667,90.1371032291667,139.756577083333,47521.3517708333,48075.7814583333,31.8157184375,1.02111790625,31.2492582291667,3.70275752083333,5.05714275,49.0284713541667,0.0346875
2024-02-10,6.12389339583333,87.9370226041667,136.2854659375,47816.3494791667,48138.4128125,31.8691039583333,1.02108382291667,31.2899689583333,3.25813294791667,5.07829690625,49.168368125,0.0380625
2024-02-11,6.08833445833333,87.5632370833333,135.686167708333,47934.9109375,48194.9282291667,31.9126783333333,1.02109636458333,31.3267039583333,3.50574720833333,5.10612484375,49.3061792708333,0.0384375
2024-02-12,6.3887179375,92.045179375,142.608090625,48082.0765625,48261.0730208333,31.9640070833333,1.02110873958333,31.3696979166667,3.38148145833333,5.128409875,49.4225566666667,0.03946875
2024-02-13,6.68740471875,96.910025625,150.053405208333,48412.7813541667,48323.7682291667,32.0178469791667,1.02106228125,31.4104497916667,3.37100595833333,5.03801778125,49.0470230208333,0.04275
2024-02-14,6.82198782291667,98.7386677083333,152.910083333333,48414.6263541667,48360.8576041667,32.044666875,1.02109451041667,31.4345577083333,3.06278548958333,4.370649,45.7245360416667,0.04190625
2024-02-15,6.45987553125,93.214400625,144.401566666667,48224.6080208333,48337.4609375,32.0227197916667,1.02113194791667,31.4193504166667,2.93659441666667,4.35537373958333,45.6307829166667,0.02221875
2024-02-16,6.1784979375,88.2644335416667,136.884776041667,47727.581875,48390.6403125,32.04642,1.021326375,31.4539169791667,2.86776239583333,3.86366952083333,42.7367538541667,6.67005208333333
2024-02-17,6.257282375,88.5733403125,137.497573958333,47278.3239583333,48441.0213541667,32.0683858333333,1.02150048958333,31.4866640625,3.35548563541667,3.390446375,39.6443154166667,8.1069375
2024-02-18,6.53593223958333,91.8537515625,142.691554166667,46887.2989583333,48422.0755208333,32.0421463541667,1.02159673958333,31.4743496875,3.97916214583333,3.44220532291667,39.9442016666667,11.87940625
2024-02-19,6.84942376041667,95.9155833333333,149.051242708333,46668.1366666667,48398.1107291667,32.0175722916667,1.02163829166667,31.4587725,4.17157905208333,3.737757375,41.8113916666667,17.26025
2024-02-20,7.02338989583333,98.7391926041667,153.381409375,46894.0058333333,48437.9498958333,32.0534303125,1.0216074375,31.4846675,4.18159711458333,4.07849553125,43.84222125,12.2340104166667
